,Electricity (kWh),Heating (kWh)
30192,458.186,192.996
30193,435.421,224.399
30194,409.704,168.379
30195,500.657,267.62
30196,455.319,214.193
30197,435.295,274.731
30198,402.041,361.962
30199,470.8,428.251
30200,480.97,442.816
30201,555.956,322.149
30202,272.999,256.246
30203,539.006,275.229
30204,588.411,207.025
30205,524.347,251.31
30206,1250.064,339.896
30207,458.365,375.892
30208,702.24,333.858
30209,337.647,197.957
30210,873.425,192.571
30211,902.509,183.094
30212,335.153,182.583
30213,976.37,288.636
30214,510.215,293.737
30215,457.496,139.931
30216,463.975,136.256
30217,428.225,239.847
30218,744.929,119.017
30219,517.566,88.6
30220,439.17,217.228
30221,472.248,289.736
30222,535.67,491.079
30223,739.228,407.648
30224,505.139,503.921
30225,565.578,334.178
30226,464.151,214.891
30227,456.32,320.529
30228,400.16,170.322
30229,698.507,214.172
30230,814.116,231.113
30231,933.37,248.122
30232,351.971,0.0
30233,953.19,230.583
30234,451.869,331.175
30235,1078.951,348.924
30236,583.067,216.659
30237,278.326,373.107
30238,453.337,176.814
30239,523.657,248.375
30240,404.584,216.458
30241,386.045,188.38
30242,462.231,207.618
30243,300.001,176.837
30244,307.442,109.245
30245,798.448,208.088
30246,486.185,445.446
30247,331.866,2400.0
30248,569.149,352.028
30249,542.293,546.634
30250,563.355,430.43
30251,825.327,249.833
30252,735.307,281.451
30253,581.099,73.617
30254,611.323,190.975
30255,1159.613,295.291
30256,677.191,247.802
30257,1621.88,425.31
30258,285.756,228.765
30259,358.548,233.686
30260,624.524,293.262
30261,2174.625,299.035
30262,414.917,275.521
30263,538.022,269.035
30264,541.599,148.354
30265,284.534,206.652
30266,682.695,135.339
30267,508.164,215.956
30268,590.378,108.084
30269,299.144,228.51
30270,696.947,484.567
30271,717.483,291.988
30272,442.02,353.491
30273,898.677,284.09
30274,681.647,197.631
30275,688.062,215.477
30276,706.37,328.459
30277,938.836,252.597
30278,1160.679,276.817
30279,413.38,370.257
30280,709.109,299.246
30281,1484.336,476.408
30282,467.783,173.895
30283,340.901,210.819
30284,628.885,291.441
30285,866.932,242.315
30286,743.842,249.869
30287,573.482,140.476
30288,528.816,105.711
30289,666.646,166.529
30290,402.624,140.652
30291,502.298,132.787
30292,443.227,306.386
30293,834.765,292.838
30294,917.267,336.909
30295,500.851,603.726
30296,607.197,362.972
30297,554.607,394.661
30298,444.493,225.243
30299,472.064,293.934
30300,693.089,302.242
30301,369.291,225.625
30302,840.505,255.124
30303,1327.426,258.799
30304,1028.173,219.976
30305,1077.275,360.438
30306,469.856,345.76
30307,432.272,252.631
30308,533.644,390.41
30309,610.201,262.287
30310,456.589,277.203
30311,471.467,131.752
30312,317.447,194.521
30313,157.052,219.879
30314,445.758,196.427
30315,704.105,185.493
30316,619.33,218.459
30317,377.853,249.093
30318,621.455,317.983
30319,746.919,383.456
30320,241.996,305.957
30321,493.916,431.067
30322,467.214,344.677
30323,474.743,264.795
30324,296.965,285.136
30325,740.754,232.584
30326,404.67,114.946
30327,659.777,269.733
30328,658.908,617.949
30329,467.768,373.396
30330,1224.191,384.384
30331,574.757,281.841
30332,427.573,242.455
30333,300.185,273.429
30334,417.139,192.084
30335,463.388,253.104
30336,611.164,110.839
30337,648.624,123.281
30338,507.35,174.125
30339,313.749,166.391
30340,366.539,171.727
30341,780.741,310.753
30342,497.103,569.637
30343,412.142,381.345
30344,422.19,169.176
30345,524.788,380.099
30346,649.312,186.039
30347,357.304,233.99
30348,334.075,226.155
30349,705.283,331.369
30350,593.064,248.954
30351,670.245,160.072
30352,544.088,211.431
30353,572.998,262.757
30354,1118.814,268.25
30355,702.75,323.477
30356,445.422,314.856
30357,500.179,338.95
30358,285.17,247.069
30359,396.088,228.453
30360,248.932,218.131
30361,412.097,107.766
30362,902.675,188.645
30363,198.425,196.275
30364,452.679,471.031
30365,754.281,267.565
30366,560.252,458.744
30367,409.697,310.254
30368,505.166,317.141
30369,498.052,383.571
30370,591.466,353.814
30371,448.916,289.119
30372,712.741,265.639
30373,619.51,150.099
30374,369.952,176.144
30375,942.708,297.333
30376,632.636,0.0
30377,886.196,235.702
30378,1316.983,216.893
30379,342.104,253.616
30380,566.488,339.182
30381,517.732,172.546
30382,447.05,291.102
30383,555.809,217.419
30384,431.268,162.456
30385,377.299,184.886
30386,445.014,133.177
30387,758.198,350.153
30388,663.703,230.611
30389,290.402,221.664
30390,506.972,345.829
30391,739.501,335.863
30392,514.736,496.218
30393,594.074,177.276
30394,472.608,245.004
30395,531.697,159.66
30396,377.491,269.4
30397,612.403,495.743
30398,903.359,440.217
30399,764.225,251.716
30400,1027.982,284.338
30401,1049.217,186.204
30402,943.081,300.179
30403,916.325,258.502
30404,344.347,240.057
30405,528.604,342.073
30406,640.001,338.539
30407,617.679,105.961
30408,386.526,176.403
30409,824.269,150.615
30410,466.525,270.303
30411,249.622,149.529
30412,691.332,184.094
30413,449.084,233.585
30414,553.044,585.766
30415,604.234,352.505
30416,753.759,295.306
30417,889.34,326.612
30418,285.768,248.981
30419,725.598,189.879
30420,699.936,288.447
30421,828.989,337.767
30422,879.474,337.144
30423,888.179,289.567
30424,524.531,109.895
30425,957.415,425.206
30426,1347.026,268.252
30427,361.267,241.21
30428,588.562,310.983
30429,559.428,236.543
30430,697.297,322.593
30431,502.564,130.067
30432,529.279,238.144
30433,1034.909,217.217
30434,514.76,283.293
30435,457.823,594.363
30436,598.997,391.041
30437,199.685,286.714
30438,489.084,222.703
30439,600.796,362.391
30440,647.848,470.72
30441,597.537,343.974
30442,715.469,207.924
30443,305.697,239.077
30444,576.262,208.154
30445,832.078,210.74
30446,492.424,243.027
30447,326.55,161.546
30448,790.335,268.427
30449,503.414,383.043
30450,671.768,306.051
30451,426.012,354.284
30452,679.437,188.931
30453,454.848,313.885
30454,442.942,183.785
30455,459.916,300.447
30456,419.785,178.938
30457,386.761,191.798
30458,147.637,196.053
30459,744.078,662.393
30460,459.167,156.427
30461,569.686,262.248
30462,578.709,493.574
30463,412.218,363.42
30464,438.216,596.139
30465,581.905,297.43
30466,378.812,233.28
30467,435.354,396.178
30468,683.868,227.884
30469,1080.059,189.274
30470,240.12,301.748
30471,611.343,234.65
30472,795.957,220.653
30473,544.454,184.21
30474,764.738,258.035
30475,449.946,207.368
30476,1091.535,352.712
30477,378.534,258.352
30478,719.276,273.745
30479,413.168,198.989
30480,379.017,122.941
30481,268.249,266.404
30482,422.723,154.977
30483,232.38,159.775
30484,0.0,389.899
30485,550.598,384.611
30486,629.671,556.47
30487,877.85,513.604
30488,260.553,592.409
30489,0.0,340.234
30490,1093.612,410.311
30491,757.435,176.157
30492,315.585,308.847
30493,528.796,126.608
30494,751.697,391.08
30495,638.056,162.955
30496,486.561,416.388
30497,1038.991,247.295
30498,482.445,375.356
30499,913.939,173.987
30500,380.566,342.269
30501,535.976,442.175
30502,480.18,327.953
30503,581.335,293.849
30504,597.351,187.732
30505,410.703,212.821
30506,0.0,229.683
30507,754.091,384.819
30508,484.12,355.301
30509,691.746,339.927
30510,762.435,425.894
30511,511.548,344.837
30512,495.985,309.71
30513,501.753,470.377
30514,674.187,273.921
30515,474.893,404.878
30516,552.202,278.896
30517,772.386,270.006
30518,443.622,142.72
30519,994.499,224.706
30520,624.929,171.179
30521,471.956,240.129
30522,565.182,267.382
30523,984.375,241.192
30524,582.278,288.311
30525,594.625,153.893
30526,539.7,273.472
30527,512.284,124.225
30528,270.697,125.429
30529,540.643,197.117
30530,407.509,179.798
30531,510.324,175.951
30532,548.037,247.23
30533,599.196,357.774
30534,822.503,402.162
30535,340.287,374.165
30536,780.166,413.394
30537,548.407,360.59
30538,1098.744,259.007
30539,1078.526,201.846
30540,315.401,311.44
30541,515.939,296.414
30542,480.379,301.045
30543,630.972,154.181
30544,289.257,256.294
30545,987.646,310.651
30546,750.177,315.432
30547,812.914,400.482
30548,306.921,381.877
30549,502.17,351.565
30550,693.077,267.697
30551,572.412,193.691
30552,484.163,195.453
30553,661.189,232.134
30554,238.725,295.007
30555,345.19,198.795
30556,372.204,204.735
30557,435.231,243.132
30558,891.748,557.08
30559,472.336,339.448
30560,583.25,327.267
30561,656.323,402.146
30562,565.033,460.629
30563,698.386,158.794
30564,593.813,318.758
30565,539.156,0.0
30566,434.69,164.688
30567,534.31,376.31
30568,530.937,601.37
30569,893.225,336.138
30570,798.258,366.618
30571,631.514,230.446
30572,658.27,363.177
30573,348.784,214.144
30574,563.939,179.246
30575,443.32,178.278
30576,902.192,119.19
30577,565.893,186.766
30578,365.665,188.993
30579,165.444,180.163
30580,1089.224,251.892
30581,506.208,245.311
30582,230.59,479.162
30583,504.571,332.167
30584,177.434,272.436
30585,537.667,335.765
30586,355.441,240.726
30587,1059.83,283.118
30588,1038.021,212.422
30589,782.684,252.151
30590,314.187,240.048
30591,585.492,131.693
30592,556.396,473.277
30593,1147.441,237.331
30594,925.44,304.208
30595,527.301,169.314
30596,330.572,280.339
30597,520.039,211.388
30598,346.331,321.756
30599,473.051,111.365
30600,838.473,159.767
30601,472.862,180.659
30602,475.343,185.387
30603,575.791,182.612
30604,586.539,298.051
30605,648.443,331.143
30606,602.333,265.762
30607,566.833,410.05
30608,392.51,283.583
30609,0.0,326.481
30610,468.757,261.383
30611,629.296,316.213
30612,559.831,237.838
30613,804.526,246.537
30614,921.561,184.817
30615,551.692,138.771
30616,660.472,77.619
30617,630.581,202.188
30618,445.514,271.698
30619,431.065,284.239
30620,417.132,463.313
30621,190.488,299.948
30622,329.759,159.174
30623,0.0,233.141
30624,626.996,132.966
30625,603.572,129.068
30626,685.711,124.795
30627,437.664,184.402
30628,505.177,199.61
30629,607.391,300.334
30630,511.096,304.859
30631,480.19,326.149
30632,557.812,287.572
30633,1252.71,363.17
30634,986.398,309.678
30635,541.622,431.245
30636,639.052,216.408
30637,516.425,236.741
30638,769.18,275.939
30639,812.896,398.938
30640,653.893,269.156
30641,567.031,171.112
30642,472.787,253.611
30643,1059.311,272.973
30644,362.245,301.186
30645,594.576,231.024
30646,681.813,292.198
30647,567.876,106.987
30648,562.613,232.619
30649,370.868,159.387
30650,0.0,162.022
30651,580.897,172.823
30652,643.669,394.45
30653,392.111,366.626
30654,577.209,245.003
30655,757.75,292.129
30656,154.378,304.488
30657,619.264,364.816
30658,730.704,195.801
30659,852.072,299.436
30660,340.915,341.661
30661,635.655,326.495
30662,752.262,148.852
30663,615.48,203.996
30664,474.55,259.364
30665,1420.051,353.218
30666,599.028,233.246
30667,251.755,230.55
30668,1550.972,430.797
30669,432.211,161.276
30670,603.511,181.883
30671,472.208,149.153
30672,432.924,294.376
30673,500.068,144.386
30674,529.516,116.72
30675,495.261,221.366
30676,399.945,186.469
30677,791.175,434.23
30678,465.472,281.156
30679,280.401,384.466
30680,151.155,436.428
30681,520.237,472.38
30682,666.006,401.773
30683,458.676,360.355
30684,340.565,357.364
30685,743.873,151.553
30686,577.848,235.35
30687,832.67,334.916
30688,719.177,246.186
30689,1056.697,267.525
30690,383.801,233.831
30691,556.866,245.083
30692,1044.979,304.742
30693,421.991,216.246
30694,327.644,163.741
30695,529.62,149.507
30696,572.103,153.589
30697,774.071,185.61
30698,0.0,270.865
30699,174.201,186.247
30700,321.644,309.696
30701,201.905,380.898
30702,709.462,524.393
30703,711.534,280.406
30704,638.346,378.25
30705,0.0,434.972
30706,1000.332,540.676
30707,890.882,258.767
30708,272.667,276.882
30709,666.721,272.177
30710,377.696,344.148
30711,709.63,197.89
30712,368.645,208.821
30713,990.235,250.118
30714,495.753,249.585
30715,341.595,324.872
30716,589.443,111.219
30717,515.726,201.583
30718,487.79,203.247
30719,461.46,123.935
30720,517.814,227.915
30721,522.975,155.715
30722,477.243,226.23
30723,144.79,167.246
30724,2900.0,228.397
30725,543.953,295.634
30726,594.437,399.84
30727,639.861,345.248
30728,469.768,413.304
30729,271.979,348.269
30730,443.546,307.416
30731,843.155,355.519
30732,472.733,169.746
30733,738.726,261.493
30734,498.417,224.821
30735,419.279,295.843
30736,654.785,243.242
30737,393.825,332.992
30738,869.673,240.566
30739,431.491,179.077
30740,357.83,221.727
30741,523.466,322.747
30742,538.69,219.069
30743,473.275,212.301
30744,446.399,165.553
30745,383.499,168.681
30746,420.605,116.058
30747,224.008,51.409
30748,488.106,261.008
30749,516.362,419.659
30750,502.838,296.262
30751,564.488,192.488
30752,395.112,515.391
30753,218.697,243.86
30754,602.937,498.164
30755,433.192,172.261
30756,722.672,259.599
30757,622.953,444.075
30758,628.322,187.844
30759,654.734,430.463
30760,742.847,277.174
30761,1753.482,413.811
30762,954.134,288.093
30763,574.087,409.872
30764,433.103,458.507
30765,0.0,219.495
30766,548.93,335.119
30767,435.039,121.482
30768,297.45,206.749
30769,266.204,244.06
30770,562.721,108.307
30771,379.111,184.688
30772,1489.445,223.662
30773,173.221,216.935
30774,612.392,528.863
30775,205.326,374.899
30776,774.794,406.836
30777,581.946,418.783
30778,926.593,557.402
30779,374.282,210.818
30780,359.695,261.076
30781,610.205,472.005
30782,680.209,265.398
30783,511.617,165.701
30784,590.25,338.537
30785,422.759,374.458
30786,1255.58,307.335
30787,346.657,325.068
30788,456.499,295.266
30789,0.0,316.867
30790,828.788,274.455
30791,436.574,224.771
30792,370.23,164.136
30793,609.437,177.491
30794,550.174,132.291
30795,553.702,210.568
30796,511.315,232.528
30797,760.582,220.778
30798,465.224,190.815
30799,574.21,580.517
30800,254.385,443.999
30801,83.542,448.018
30802,846.836,161.368
30803,610.889,319.433
30804,892.457,241.751
30805,373.488,212.535
30806,569.461,448.185
30807,596.198,240.301
30808,765.943,188.637
30809,1019.082,235.897
30810,1129.68,259.972
30811,774.668,293.496
30812,252.16,244.225
30813,426.664,199.218
30814,549.646,272.334
30815,517.306,158.689
30816,928.32,151.165
30817,480.772,165.604
30818,447.588,150.376
30819,658.846,187.083
30820,601.317,226.988
30821,330.632,359.053
30822,743.286,336.087
30823,643.328,322.861
30824,457.88,472.14
30825,573.871,557.277
30826,334.569,274.728
30827,462.581,311.262
30828,321.688,228.189
30829,545.449,221.284
30830,795.445,238.669
30831,422.181,318.588
30832,702.125,229.257
30833,513.376,311.754
30834,863.927,215.815
30835,229.519,376.513
30836,905.842,324.673
30837,559.782,237.373
30838,956.436,155.165
30839,371.214,170.87
30840,645.427,166.368
30841,459.77,195.706
30842,2900.0,264.106
30843,458.186,194.361
30844,666.378,223.436
30845,837.08,358.048
30846,519.186,387.887
30847,348.828,308.286
30848,571.478,311.121
30849,564.805,253.396
30850,708.24,212.491
30851,340.585,338.098
30852,535.078,236.363
30853,869.8,109.675
30854,529.118,225.189
30855,350.233,186.557
30856,637.973,0.0
30857,581.963,175.848
30858,606.433,278.516
30859,778.884,282.718
30860,328.44,223.863
30861,583.513,175.25
30862,384.164,309.7
30863,490.912,289.477
30864,482.418,219.506
30865,576.373,170.755
30866,803.641,100.708
30867,504.797,248.933
30868,345.42,183.576
30869,198.694,242.212
30870,620.406,429.984
30871,419.996,374.819
30872,371.663,369.57
30873,612.601,523.644
30874,764.262,184.817
30875,707.944,204.18
30876,650.197,219.253
30877,430.054,272.348
30878,469.845,194.312
30879,521.837,143.97
30880,387.985,128.198
30881,1041.189,313.318
30882,552.225,259.221
30883,635.116,279.682
30884,389.278,314.009
30885,406.82,233.27
30886,615.53,299.888
30887,577.665,189.486
30888,417.621,114.791
30889,589.566,131.298
30890,537.414,120.895
30891,665.217,150.825
30892,544.152,205.882
30893,554.674,474.216
30894,554.136,362.59
30895,560.046,1327.617
30896,625.024,533.41
30897,645.585,348.201
30898,560.108,243.931
30899,484.387,303.694
30900,466.655,322.123
30901,588.917,198.488
30902,445.584,162.896
30903,1308.827,275.661
30904,444.116,234.068
30905,1096.523,183.362
30906,771.65,276.381
30907,480.582,273.617
